iter,loss
100,0.16194528
200,0.13807654
300,0.11895429
400,0.086823508
500,0.10211332
600,0.082839042
700,0.088130862
800,0.10458513
900,0.053040091
1000,0.087472521
1100,0.061076097
1200,0.06788183
1300,0.05036737
1400,0.046734266
1500,0.047199145
1600,0.041040581
1700,0.031856917
1800,0.028932685
1900,0.02545923
2000,0.031233072
*** LAST100_MEAN ***,0.031233072
