frame,camera,psnr,d_ssim,lpips
1,cam00,32.654666900634766,0.04626089334487915,0.2063526213169098
1,cam08,30.00324249267578,0.06630778312683105,0.21144098043441772
1,cam16,31.686765670776367,0.05680185556411743,0.19642998278141022
2,cam00,32.7340202331543,0.042017579078674316,0.1957910656929016
2,cam08,30.541275024414062,0.06282490491867065,0.199970543384552
2,cam16,31.505966186523438,0.05550539493560791,0.19496393203735352
3,cam00,32.48675537109375,0.042492806911468506,0.1963631510734558
3,cam08,30.188814163208008,0.06483972072601318,0.20683595538139343
3,cam16,32.09507751464844,0.05463939905166626,0.19427989423274994
4,cam00,33.6709098815918,0.0410497784614563,0.19315694272518158
4,cam08,30.851560592651367,0.061022937297821045,0.1980510950088501
4,cam16,31.732147216796875,0.05509859323501587,0.192378968000412
5,cam00,33.065406799316406,0.04369926452636719,0.1966928094625473
5,cam08,27.89702606201172,0.08031445741653442,0.21463541686534882
5,cam16,31.941905975341797,0.05626410245895386,0.19739916920661926
6,cam00,33.272789001464844,0.043273329734802246,0.1960514932870865
6,cam08,29.738849639892578,0.0670173168182373,0.20926828682422638
6,cam16,31.728153228759766,0.056833505630493164,0.19511500000953674
7,cam00,32.95513153076172,0.046177446842193604,0.20434746146202087
7,cam08,30.41158103942871,0.06627726554870605,0.2087775319814682
7,cam16,28.426321029663086,0.06577062606811523,0.21000877022743225
8,cam00,33.312530517578125,0.04202073812484741,0.19632142782211304
8,cam08,30.582847595214844,0.06208217144012451,0.20456933975219727
8,cam16,31.09800148010254,0.05684101581573486,0.1966959536075592
9,cam00,29.982154846191406,0.05157893896102905,0.21053671836853027
9,cam08,29.709854125976562,0.069832444190979,0.21603450179100037
9,cam16,31.18897247314453,0.056629478931427,0.19945743680000305
10,cam00,32.51144027709961,0.04367560148239136,0.20072010159492493
10,cam08,29.903554916381836,0.06441628932952881,0.2051207423210144
10,cam16,31.36037254333496,0.05807197093963623,0.19882220029830933
11,cam00,30.388336181640625,0.05436950922012329,0.2047576904296875
11,cam08,29.34067726135254,0.0694013237953186,0.21423092484474182
11,cam16,30.694889068603516,0.05852383375167847,0.19973525404930115
12,cam00,32.99644470214844,0.0433688759803772,0.19592177867889404
12,cam08,30.65475082397461,0.06329739093780518,0.20608597993850708
12,cam16,31.52705192565918,0.056773483753204346,0.19344744086265564
13,cam00,30.96953582763672,0.046823084354400635,0.20865029096603394
13,cam08,30.016071319580078,0.06651604175567627,0.21358509361743927
13,cam16,31.26320457458496,0.058789849281311035,0.19653388857841492
14,cam00,33.05885314941406,0.043678104877471924,0.20001552999019623
14,cam08,24.900707244873047,0.09810006618499756,0.23121875524520874
14,cam16,31.944091796875,0.05362957715988159,0.19057922065258026
15,cam00,25.532493591308594,0.07033228874206543,0.22438839077949524
15,cam08,29.646934509277344,0.07103544473648071,0.21933557093143463
15,cam16,31.497507095336914,0.05572909116744995,0.19392599165439606
16,cam00,31.99883270263672,0.04658263921737671,0.2026124894618988
16,cam08,30.07773780822754,0.06528031826019287,0.20121602714061737
16,cam16,31.43589973449707,0.05682092905044556,0.19500230252742767
17,cam00,33.171878814697266,0.04292166233062744,0.19943925738334656
17,cam08,29.54021453857422,0.06884723901748657,0.21024098992347717
17,cam16,31.20157814025879,0.05762481689453125,0.19558817148208618
18,cam00,25.820833206176758,0.05604207515716553,0.2172948122024536
18,cam08,29.47521209716797,0.06757360696792603,0.20937666296958923
18,cam16,31.382253646850586,0.05589860677719116,0.1954236626625061
19,cam00,31.914325714111328,0.04573434591293335,0.20127463340759277
19,cam08,30.18914794921875,0.06507349014282227,0.20669201016426086
19,cam16,31.189424514770508,0.05671834945678711,0.1962934136390686
20,cam00,32.57096481323242,0.04614734649658203,0.2006482034921646
20,cam08,29.47847557067871,0.0676162838935852,0.2130623757839203
20,cam16,31.08747673034668,0.056851983070373535,0.19504030048847198
21,cam00,30.94970703125,0.04781752824783325,0.20213039219379425
21,cam08,28.488269805908203,0.0715135931968689,0.22107970714569092
21,cam16,30.74881935119629,0.058135926723480225,0.20147210359573364
22,cam00,32.23307418823242,0.04323834180831909,0.19725948572158813
22,cam08,30.206600189208984,0.06325054168701172,0.20551715791225433
22,cam16,31.36137580871582,0.05532717704772949,0.1947573572397232
23,cam00,27.37069320678711,0.0655713677406311,0.21857166290283203
23,cam08,30.56441879272461,0.060696959495544434,0.20416058599948883
23,cam16,31.569690704345703,0.05555766820907593,0.19392898678779602
