frame,gaussian_count,iteration,wall_seconds,peak_cuda_MiB
1,210441,7000,184.5408471049741,773.22607421875
2,213818,7000,739.7416307299864,791.18896484375
3,210828,7000,243.60982172680087,781.2353515625
4,219427,7000,199.95299351704307,793.32958984375
5,211402,7000,184.94896233687177,779.486328125
6,212316,7000,193.08660566690378,786.212890625
7,217527,7000,194.4489866651129,794.8525390625
8,213854,7000,183.88175614597276,783.5283203125
9,217220,7000,206.70645962585695,789.0537109375
10,212285,7000,195.067126667127,774.91748046875
11,212830,7000,138.2941856388934,781.490234375
12,213054,7000,136.57864433107898,781.23779296875
13,210698,7000,135.89236149494536,781.25927734375
14,214975,7000,139.87346843304113,804.50341796875
15,215134,7000,139.03303883806802,797.73828125
16,210766,7000,136.36273386795074,785.77685546875
17,213163,7000,137.689440140035,797.6630859375
18,213706,7000,138.66285540512763,784.400390625
19,213906,7000,136.73027041205205,786.6376953125
20,215242,7000,136.73352913581766,789.84912109375
21,211195,7000,139.59250019700266,782.34326171875
22,215640,7000,137.4222621389199,782.8408203125
23,212941,7000,137.0558402989991,789.353515625
24,215893,7000,136.1672761789523,787.087890625
25,209398,7000,136.88380723795854,779.53076171875
26,209974,7000,137.4970990740694,779.63818359375
27,212465,7000,137.49846570705995,788.15087890625
28,208243,7000,139.0313608131837,780.0556640625
29,210887,7000,135.29383306391537,777.76025390625
30,217075,7000,137.75933530111797,805.431640625
31,209858,7000,139.24049265589565,783.75732421875
32,212922,7000,137.72243037680164,790.0009765625
33,211015,7000,136.58103084401228,776.97119140625
34,219546,7000,136.62220591306686,790.220703125
35,214853,7000,136.81289978907444,776.40478515625
36,214761,7000,137.36844585905783,795.92529296875
37,213710,7000,138.34580590506084,779.39990234375
38,210621,7000,136.93397625209764,788.38037109375
39,207793,7000,137.27932473295368,776.5771484375
40,209425,7000,135.45915247895755,776.40283203125
41,210700,7000,139.34045898518525,796.1845703125
42,211338,7000,136.53212414309382,775.69189453125
43,212682,7000,136.40476992097683,779.2626953125
44,211412,7000,136.13284332607873,779.2353515625
45,211763,7000,138.39743724814616,778.18115234375
46,212607,7000,134.4131813698914,782.52294921875
47,211702,7000,137.8254891538527,777.62890625
48,216872,7000,138.25091713108122,783.37451171875
49,211522,7000,137.25843785889447,780.48974609375
50,215319,7000,135.95231350301765,786.595703125
51,208656,7000,137.2474704659544,787.0126953125
52,212492,7000,134.95217340113595,778.45703125
53,214568,7000,138.2180906299036,798.5107421875
54,215316,7000,138.8606304610148,781.2978515625
55,212595,7000,137.35527166211978,780.61181640625
56,217955,7000,136.32929322402924,796.443359375
57,208619,7000,137.1846764711663,776.6171875
58,211840,7000,135.34199933707714,782.81201171875
59,214373,7000,136.8916688109748,787.17578125
60,216732,7000,138.16233603702858,783.76220703125
61,212916,7000,136.47886356292292,786.11572265625
62,217131,7000,138.17985925800167,790.419921875
63,221412,7000,137.1571442091372,801.67578125
64,211680,7000,137.02924174512736,786.27197265625
65,210937,7000,137.66988971317187,785.30810546875
66,218869,7000,138.0925711330492,787.2158203125
67,214717,7000,137.46514919097535,788.58154296875
68,217629,7000,136.48861238197424,787.60693359375
69,215436,7000,137.56404807115905,783.69775390625
70,217959,7000,136.39548946893774,786.4931640625
71,212778,7000,138.7358116460964,792.45166015625
72,216742,7000,138.75517345196567,785.7587890625
73,215668,7000,135.10534567199647,783.74267578125
74,210894,7000,136.80614098510705,779.01806640625
75,215667,7000,137.589739396004,790.8681640625
76,213032,7000,140.32018733303994,791.3740234375
77,204627,7000,136.4749570658896,771.0244140625
78,212373,7000,138.151521502994,777.61669921875
79,214611,7000,138.96878490108065,789.58203125
80,215303,7000,136.42448388505727,787.7431640625
81,220700,7000,138.7256686440669,792.3759765625
82,215312,7000,136.02000526199117,786.19189453125
83,214692,7000,138.86792684788816,790.81982421875
84,213323,7000,137.84936490701512,786.27294921875
85,211670,7000,138.56043327506632,797.095703125
