frame,gaussian_count,iteration,wall_seconds,peak_cuda_MiB
139,290350,30000,635.3902440390084,925.6865234375
140,290854,30000,636.2712515839376,923.5830078125
141,290527,30000,624.3396991719492,925.38916015625
142,288550,30000,619.7517496179789,921.92919921875
143,286902,30000,635.70409217407,915.52392578125
144,299695,30000,637.0019429530948,948.6826171875
145,295693,30000,638.5445584931877,936.73876953125
146,298927,30000,640.4333625219297,945.3330078125
147,293189,30000,641.5498015428893,952.55126953125
148,284859,30000,628.7320792858955,909.189453125
149,293296,30000,628.8773709461093,930.78076171875
150,288220,30000,632.1406824612059,917.89892578125
151,284921,30000,636.4658237020485,910.771484375
152,300203,30000,625.5168045109604,947.26220703125
153,292839,30000,637.3634845709894,929.53515625
154,300558,30000,651.8563245129772,965.03564453125
155,291390,30000,643.4041510480456,946.35595703125
156,282247,30000,630.6181224011816,904.34033203125
157,288967,30000,617.8543303341139,922.087890625
158,297155,30000,633.9993782842066,937.6552734375
159,295474,30000,644.4578488739207,936.55029296875
160,296819,30000,627.7182843510527,939.44873046875
161,308350,30000,642.3762311181054,977.90869140625
162,311483,30000,651.4124333870132,983.92236328125
163,293899,30000,629.0210173230153,934.04150390625
164,299721,30000,634.1126422258094,945.93408203125
165,300368,30000,620.6102755819447,947.5263671875
166,301812,30000,638.5317236240953,950.7900390625
167,300182,30000,636.0834669540636,948.7890625
168,288824,30000,636.7574641229585,922.2998046875
169,300465,30000,634.2940731560811,949.1298828125
170,296150,30000,639.8461284060031,938.10009765625
171,300494,30000,642.9403378700372,947.9736328125
172,295679,30000,651.8082966238726,936.4208984375
173,295691,30000,633.2061679030303,936.6943359375
174,294235,30000,637.1331973739434,935.794921875
175,294460,30000,636.4330826909281,932.1865234375
176,292447,30000,628.9557359837927,928.904296875
177,313060,30000,632.8685481438879,990.12158203125
178,285800,30000,639.316073413007,914.8955078125
179,297348,30000,640.4870377741754,942.13134765625
180,309788,30000,635.7932172820438,983.05859375
181,302452,30000,628.5293880950194,957.47314453125
182,289619,30000,619.8389406499919,920.78759765625
183,289477,30000,633.55653299205,921.35888671875
184,293298,30000,632.3540999388788,934.06298828125
185,318208,30000,633.2231456481386,999.990234375
186,316769,30000,647.2703126480337,1000.728515625
187,312195,30000,633.1553474229295,984.958984375
188,306170,30000,639.3405792380217,969.63671875
189,292452,30000,628.1298987180926,929.59765625
190,282552,30000,630.3201140500605,910.9853515625
191,295762,30000,634.5324917770922,937.76025390625
192,306979,30000,629.2409070010763,974.0400390625
193,287644,30000,633.524448371958,918.09423828125
194,307247,30000,649.2901680590585,989.1220703125
195,289661,30000,627.1239776180591,926.44775390625
196,316072,30000,643.7448186569382,995.45751953125
197,309085,30000,633.8433423109818,978.580078125
198,296534,30000,625.445124248974,938.310546875
199,293823,30000,638.5847832688596,930.87255859375
200,288692,30000,623.8771137788426,919.306640625
201,287195,30000,627.4157750159502,918.01416015625
202,288321,30000,629.7736040430609,920.94970703125
203,328477,30000,634.4010738660581,1031.08984375
204,304207,30000,635.9942045479547,964.537109375
205,292295,30000,640.3518869241234,927.27392578125
206,286336,30000,623.5427950590383,914.94775390625
207,293141,30000,619.6028259741142,932.21435546875
208,288143,30000,619.8997636090498,920.65380859375
209,288866,30000,635.7233835910447,920.22412109375
210,319185,30000,655.002812404884,1002.0625
211,289919,30000,620.072977297008,921.67431640625
212,290230,30000,633.7590852319263,925.57958984375
213,291624,30000,623.398467491148,928.02685546875
214,294472,30000,630.7566563950386,934.4814453125
215,286731,30000,632.6111982439179,913.2568359375
216,287147,30000,635.3920123751741,918.94384765625
217,290331,30000,635.826017000014,923.50048828125
218,305024,30000,640.8521789689548,969.42431640625
219,300209,30000,639.2461169008166,946.48193359375
220,323534,30000,637.073165060021,1019.73193359375
221,315689,30000,646.8755853481125,995.04931640625
222,296851,30000,634.3055018521845,938.49560546875
223,297646,30000,624.879563218914,944.12646484375
224,289371,30000,633.444654840976,923.5634765625
225,294845,30000,630.8504237120505,934.5185546875
226,297831,30000,634.8493518128525,943.05712890625
227,287352,30000,629.4859405180905,915.07568359375
228,288088,30000,635.9496995310765,918.56591796875
229,307089,30000,635.0792683919426,974.9521484375
230,291049,30000,630.1123126698658,925.09130859375
231,319744,30000,639.3171753480565,1005.97314453125
232,300696,30000,635.9922662361059,948.33251953125
233,305724,30000,641.6618004390039,969.98583984375
234,294760,30000,627.7594228049275,934.85791015625
235,295466,30000,643.0787458000705,943.568359375
236,284559,30000,633.3505178689957,908.6455078125
237,294131,30000,630.3013665420003,932.84130859375
238,304102,30000,637.5719542528968,964.77490234375
239,300449,30000,639.5647120468784,959.9189453125
240,294784,30000,615.3283899030648,936.9267578125
241,308108,30000,624.653928339947,978.32861328125
242,300710,30000,629.0848762949463,948.60400390625
243,287818,30000,618.7944561759941,919.00830078125
244,296070,30000,628.7583912438713,936.9853515625
245,294251,30000,629.1969107710756,934.63916015625
246,286962,30000,635.2956709549762,916.74560546875
247,283373,30000,633.0152783438098,906.68115234375
248,300615,30000,627.9992176960222,949.0966796875
249,295128,30000,642.1569775841199,935.51416015625
250,299375,30000,646.0764288669452,989.2109375
251,295817,30000,639.7626088159159,935.68359375
252,298305,30000,633.9566535861231,942.49853515625
253,289417,30000,622.0094260470942,922.48583984375
254,296971,30000,634.8891848789062,942.0859375
255,300208,30000,625.961165813962,945.85205078125
256,302974,30000,652.0776517179329,959.6533203125
257,307086,30000,630.8234043829143,973.1787109375
258,289672,30000,641.0509781308938,922.42041015625
259,292410,30000,625.7798703601584,927.50390625
260,289288,30000,621.8546587568708,918.80419921875
261,305177,30000,627.0425862711854,971.3876953125
262,294064,30000,631.7746855800506,933.61083984375
263,295415,30000,632.1621766889002,936.77587890625
264,293256,30000,631.274012777023,930.44970703125
265,302483,30000,645.699763747165,957.9345703125
266,301999,30000,616.1119118519127,959.0791015625
267,294716,30000,628.9334426389541,936.365234375
268,288862,30000,634.2694370551035,924.1337890625
269,312896,30000,649.0585505729541,999.02978515625
270,288386,30000,634.4194655469619,916.39208984375
271,283479,30000,632.2149027800187,907.1826171875
272,291894,30000,627.5348940859549,925.54638671875
273,280018,30000,621.2068885581102,890.5224609375
274,291076,30000,641.5405818368308,924.21142578125
275,300151,30000,640.2890807189979,950.15234375
276,287308,30000,627.3331447681412,915.56689453125
277,292337,30000,631.3578264699318,926.822265625
278,304960,30000,628.8638112060726,968.53125
279,288509,30000,632.9799234881066,919.02783203125
280,304584,30000,637.5351220171433,964.7490234375
281,297800,30000,623.856155490037,944.53857421875
282,321919,30000,651.9440329889767,1010.19140625
283,301438,30000,640.8811698788777,949.35498046875
284,283300,30000,633.7317888049874,913.35986328125
285,281763,30000,630.3693611989729,900.54443359375
286,329070,30000,641.9802440640051,1036.54443359375
287,281912,30000,628.488982206909,901.92333984375
288,296967,30000,641.0511051909998,939.02099609375
289,306815,30000,645.4630841768812,971.64013671875
290,307766,30000,625.6874747951515,974.5068359375
291,318890,30000,653.75347387488,1003.43603515625
292,295496,30000,641.2452405449003,947.7734375
293,297788,30000,620.9601187088992,943.3017578125
294,296579,30000,640.4914591058623,960.33056640625
295,324248,30000,648.9859858241398,1016.228515625
296,283475,30000,633.556900199037,911.2734375
297,297535,30000,631.7077680090442,940.3720703125
298,303650,30000,638.5752914249897,961.53076171875
299,309013,30000,639.0909584669862,981.25830078125
300,294269,30000,628.3416309528984,931.93212890625
