iter,loss
100,0.021091882
200,0.014856121
300,0.017806519
400,0.012880187
500,0.0097901076
600,0.013842355
700,0.014554523
800,0.0092860144
900,0.011968674
1000,0.010230581
1100,0.0084450869
1200,0.0080790799
1300,0.0077287871
1400,0.007270623
1500,0.0075511988
1600,0.0066981902
1700,0.006408595
1800,0.0067734923
1900,0.0062934253
2000,0.0053263507
2100,0.0058066174
2200,0.00624718
2300,0.0060308944
2400,0.0061653955
2500,0.0046089259
2600,0.0043386696
2700,0.0057539418
2800,0.0052955318
2900,0.0051175747
3000,0.0044855904
3100,0.0065890746
3200,0.0055317516
3300,0.0047441861
3400,0.0047324249
3500,0.0048356596
3600,0.0041905381
3700,0.0044670664
3800,0.006253513
3900,0.0042497711
4000,0.0043888893
4100,0.0034778044
4200,0.0041867793
4300,0.0037016019
4400,0.0043369695
4500,0.0035312199
4600,0.0037799799
4700,0.0037114813
4800,0.0040826597
4900,0.0036163824
5000,0.0032345359
5100,0.0039150789
5200,0.0036196355
5300,0.0032585491
5400,0.0025493444
5500,0.0035101939
5600,0.0030666806
5700,0.0028190827
5800,0.0028940355
5900,0.003200866
6000,0.0032585096
6100,0.0035303412
6200,0.0034468211
6300,0.003485783
6400,0.0025649345
6500,0.0026981635
6600,0.0027394746
6700,0.0035754046
6800,0.0025514113
6900,0.0028020835
7000,0.0026273108
7100,0.0025452438
7200,0.0027159106
7300,0.0027673831
7400,0.0026980664
7500,0.0022329292
7600,0.0025728014
7700,0.0024776424
7800,0.0022043341
7900,0.0021203239
8000,0.0024611244
8100,0.0025413332
8200,0.0018593268
8300,0.0019184435
8400,0.0023173154
8500,0.0024647738
8600,0.0025066286
8700,0.0020538494
8800,0.0016353005
8900,0.0020413618
9000,0.0022795012
9100,0.0034375791
9200,0.0023414588
9300,0.002532301
9400,0.0019939828
9500,0.00193236
9600,0.0021966682
9700,0.0018270655
9800,0.0020838638
9900,0.0025744559
10000,0.0020296362
10100,0.0022448045
10200,0.0019204855
10300,0.0019019337
10400,0.0018704629
10500,0.0019460975
10600,0.001987865
10700,0.0017730664
10800,0.0018269129
10900,0.0018488994
11000,0.0019691698
11100,0.0015910168
11200,0.0018918294
11300,0.0015468372
11400,0.0017705394
11500,0.0014339371
11600,0.0017726698
11700,0.0016641573
11800,0.0015353782
11900,0.0021476937
12000,0.0021864392
12100,0.0028007394
12200,0.002342867
12300,0.0017815402
12400,0.0020138987
12500,0.0014678164
12600,0.0015779325
12700,0.0018533623
12800,0.0017056607
12900,0.0015537674
13000,0.0020521679
13100,0.0012859777
13200,0.0015861255
13300,0.0016699402
13400,0.001658103
13500,0.0016468079
13600,0.0017044101
13700,0.0013673105
13800,0.0017929685
13900,0.0015288739
14000,0.0013977713
14100,0.0012504573
14200,0.0021189468
14300,0.0018121675
14400,0.0014024633
14500,0.0014827854
14600,0.0015505222
14700,0.0015516808
14800,0.0017440382
14900,0.0011333838
15000,0.0012511326
15100,0.0013748306
15200,0.0013165934
15300,0.001413374
15400,0.0012365845
15500,0.0013963043
15600,0.0014265503
15700,0.0010948817
15800,0.001446515
15900,0.0010680208
16000,0.0013861895
16100,0.0017014618
16200,0.0014530052
16300,0.0016156179
16400,0.0010865596
16500,0.0010797689
16600,0.0013501544
16700,0.0013720739
16800,0.0010631017
16900,0.001350019
17000,0.0011468899
17100,0.0010461712
17200,0.001307788
17300,0.0013525597
17400,0.0012888301
17500,0.001413962
17600,0.0011925333
17700,0.001977287
17800,0.0012956848
17900,0.0012566636
18000,0.0012565713
18100,0.0013821467
18200,0.00091751642
18300,0.0015074697
18400,0.0010452562
18500,0.0014778879
18600,0.0012403167
18700,0.001183124
18800,0.0012737218
18900,0.0012327324
19000,0.0012140096
19100,0.00095175731
19200,0.0011114514
19300,0.0011250455
19400,0.0015021446
19500,0.0009187985
19600,0.0011197259
19700,0.0013604191
19800,0.00098565209
19900,0.0014663246
20000,0.00095033075
20100,0.0014639898
20200,0.0011497505
20300,0.00098667666
20400,0.0014092948
20500,0.0012174998
20600,0.0014414715
20700,0.0014118865
20800,0.0010968819
20900,0.0011845496
21000,0.0013705846
21100,0.001206517
21200,0.00093004253
21300,0.00095351285
21400,0.0010417866
21500,0.0011971323
21600,0.001367075
21700,0.0010968344
21800,0.0014025539
21900,0.0010689067
22000,0.0013456268
22100,0.0010934623
22200,0.0011581852
22300,0.0011097717
22400,0.0012943578
22500,0.0010649582
22600,0.0011263724
22700,0.0010738248
22800,0.001365782
22900,0.00096257048
23000,0.00092373119
23100,0.0013608803
23200,0.0010486101
23300,0.0013158816
23400,0.0010544017
23500,0.00088560703
23600,0.0012847089
23700,0.00081724452
23800,0.0011353323
23900,0.0010997024
24000,0.00082772429
24100,0.00090755383
24200,0.00096384075
24300,0.0011013701
24400,0.0011263981
24500,0.00095831731
24600,0.0010048051
24700,0.0010113034
24800,0.0011040248
24900,0.0012226066
25000,0.00099257042
25100,0.001034016
25200,0.0013773646
25300,0.00088263291
25400,0.0010134926
25500,0.0010656094
25600,0.00099567417
25700,0.00082243764
25800,0.0010366391
25900,0.00092149689
26000,0.00081844389
26100,0.001082343
26200,0.00090349035
26300,0.000959959
26400,0.00089759106
26500,0.0014128803
26600,0.00088021334
26700,0.0011979989
26800,0.0007563933
26900,0.00078328769
27000,0.00096936349
27100,0.0010460609
27200,0.0010198546
27300,0.0011439961
27400,0.00096646766
27500,0.0010672582
27600,0.0012430708
27700,0.00091010774
27800,0.00080766738
27900,0.0010475076
28000,0.00099103467
28100,0.00075833662
28200,0.0009340322
28300,0.0010063897
28400,0.0010672513
28500,0.00080662419
28600,0.0012119708
28700,0.0010036894
28800,0.0011481608
28900,0.00082851341
29000,0.0011538948
29100,0.0010171939
