iter,loss
100,0.011706772
200,0.0098259207
300,0.015878966
400,0.00997811
500,0.011129117
600,0.015338557
700,0.012506278
800,0.014347288
900,0.016465031
1000,0.013402959
1100,0.012647623
1200,0.010984036
1300,0.016177291
1400,0.010485989
1500,0.011479806
1600,0.01302346
1700,0.010233588
1800,0.010936017
1900,0.01018573
2000,0.010730024
2100,0.011932416
2200,0.01506996
2300,0.011351168
2400,0.010245167
2500,0.010232827
2600,0.011612528
2700,0.0098423306
2800,0.011663621
2900,0.012808375
3000,0.015151846
3100,0.01724774
3200,0.015209522
3300,0.01620058
3400,0.016283585
3500,0.017332327
3600,0.013691966
3700,0.013383588
3800,0.012806773
3900,0.011695539
4000,0.012161199
*** LAST100_MEAN ***,0.012161199
