filename,psnr,d_ssim,lpips
cam00.png,27.369827270507812,0.08795887231826782,0.21940183639526367
cam09.png,22.660594940185547,0.16561317443847656,0.26808977127075195
cam19.png,24.889366149902344,0.1412944793701172,0.26523736119270325
cam00.png,27.088903427124023,0.08788865804672241,0.21151258051395416
cam09.png,22.579181671142578,0.17000222206115723,0.25949394702911377
cam19.png,16.976308822631836,0.1705898642539978,0.289998322725296
cam00.png,26.401336669921875,0.09455150365829468,0.21936123073101044
cam09.png,22.508411407470703,0.17597967386245728,0.26213738322257996
cam19.png,21.427244186401367,0.1656140685081482,0.28474724292755127
cam00.png,25.686983108520508,0.09890085458755493,0.22361429035663605
cam09.png,22.402362823486328,0.18162167072296143,0.2650827467441559
cam19.png,20.880815505981445,0.17397695779800415,0.2965637445449829
cam00.png,25.095664978027344,0.10681533813476562,0.2365185171365738
cam09.png,22.199045181274414,0.1878300905227661,0.2766236364841461
cam19.png,20.094532012939453,0.18903988599777222,0.31551462411880493
cam00.png,24.606456756591797,0.10964357852935791,0.23971489071846008
cam09.png,21.906633377075195,0.19131892919540405,0.27582624554634094
cam19.png,19.696287155151367,0.2010214924812317,0.3298887312412262
cam00.png,23.891767501831055,0.11695992946624756,0.2489258348941803
cam09.png,21.66798973083496,0.1991172432899475,0.28813955187797546
cam19.png,19.062477111816406,0.21800947189331055,0.34935837984085083
cam00.png,22.816749572753906,0.12263023853302002,0.25226444005966187
cam09.png,21.57080841064453,0.20677858591079712,0.2941230535507202
cam19.png,18.806747436523438,0.22839325666427612,0.36209386587142944
cam00.png,21.758987426757812,0.13092327117919922,0.2635369598865509
cam09.png,21.401819229125977,0.21426153182983398,0.30128034949302673
cam19.png,18.42173957824707,0.2418283224105835,0.373460054397583
cam00.png,21.16578483581543,0.13374769687652588,0.26535895466804504
cam09.png,21.406877517700195,0.2174626588821411,0.30169248580932617
cam19.png,18.0062313079834,0.24988949298858643,0.38076943159103394
*** AVERAGE ***,22.1483,0.1660,0.2807
