iter,loss
100,0.008101142
200,0.0088347495
300,0.011001818
400,0.0091370428
500,0.0080042826
600,0.011563378
700,0.010103332
800,0.011581758
900,0.010804951
1000,0.010948595
1100,0.00762193
1200,0.010775743
1300,0.0096745742
1400,0.0094617773
1500,0.0094708074
1600,0.0084553845
1700,0.0089070154
1800,0.011309893
1900,0.0080864141
2000,0.010325314
*** LAST100_MEAN ***,0.010325314
