frame,camera,psnr,d_ssim,lpips
1,cam00,32.70028305053711,0.04460543394088745,0.18998029828071594
1,cam08,29.20134162902832,0.07315933704376221,0.20677313208580017
1,cam16,29.839813232421875,0.06094270944595337,0.18950416147708893
2,cam00,32.425262451171875,0.041675865650177,0.1801203191280365
2,cam08,29.03148651123047,0.06783932447433472,0.19272059202194214
2,cam16,30.120716094970703,0.05989474058151245,0.18555089831352234
3,cam00,32.49455261230469,0.043003737926483154,0.18497145175933838
3,cam08,28.450014114379883,0.07386362552642822,0.20018737018108368
3,cam16,31.690563201904297,0.05555105209350586,0.17837250232696533
4,cam00,31.609088897705078,0.043408334255218506,0.1894194483757019
4,cam08,28.395017623901367,0.0720033049583435,0.2062106877565384
4,cam16,31.42535972595215,0.0557902455329895,0.18354648351669312
5,cam00,33.34803771972656,0.04362630844116211,0.18811526894569397
5,cam08,29.8521728515625,0.0668715238571167,0.19954727590084076
5,cam16,31.875778198242188,0.05541956424713135,0.18321006000041962
6,cam00,22.754602432250977,0.08522546291351318,0.25021272897720337
6,cam08,27.10578727722168,0.08174210786819458,0.20593225955963135
6,cam16,31.456130981445312,0.05435663461685181,0.17511406540870667
7,cam00,31.739181518554688,0.04417139291763306,0.18805405497550964
7,cam08,29.712705612182617,0.06586861610412598,0.20024223625659943
7,cam16,31.765296936035156,0.05508702993392944,0.18117883801460266
8,cam00,29.39177894592285,0.053225815296173096,0.19442591071128845
8,cam08,27.716779708862305,0.07268846035003662,0.20817208290100098
8,cam16,31.09149932861328,0.05598217248916626,0.18072770535945892
9,cam00,31.880125045776367,0.04509073495864868,0.18887580931186676
9,cam08,29.139156341552734,0.07138192653656006,0.20826731622219086
9,cam16,30.89858055114746,0.05845236778259277,0.1852981001138687
10,cam00,29.262222290039062,0.04762011766433716,0.1953456699848175
10,cam08,27.81340789794922,0.07347327470779419,0.20991308987140656
10,cam16,30.96051788330078,0.056413471698760986,0.18338963389396667
