frame,camera,psnr,d_ssim,lpips
1,cam00,26.87264633178711,0.09659159183502197,0.22624997794628143
1,cam09,21.807273864746094,0.18443745374679565,0.2753308117389679
1,cam19,23.953256607055664,0.16410386562347412,0.2857624590396881
2,cam00,26.54913330078125,0.10090023279190063,0.22554714977741241
2,cam09,21.57929229736328,0.1952815055847168,0.2802141308784485
2,cam19,23.12293243408203,0.18184053897857666,0.2954148054122925
3,cam00,25.442562103271484,0.10598433017730713,0.23201650381088257
3,cam09,21.408782958984375,0.20824581384658813,0.292341947555542
3,cam19,23.013242721557617,0.19512492418289185,0.30233269929885864
4,cam00,24.556076049804688,0.11335128545761108,0.23921987414360046
4,cam09,21.3060245513916,0.2170613408088684,0.2947919964790344
4,cam19,22.772335052490234,0.20191502571105957,0.3077874183654785
5,cam00,23.898256301879883,0.12074172496795654,0.2503665089607239
5,cam09,21.17694854736328,0.22601717710494995,0.30713096261024475
5,cam19,22.614879608154297,0.2078566551208496,0.31658729910850525
6,cam00,23.14712905883789,0.12298381328582764,0.25211745500564575
6,cam09,21.02154541015625,0.2306097149848938,0.311432808637619
6,cam19,22.41273307800293,0.21135234832763672,0.31749314069747925
7,cam00,22.48798942565918,0.1311233639717102,0.2653803825378418
7,cam09,20.96739387512207,0.23607200384140015,0.316401869058609
7,cam19,21.745038986206055,0.21890342235565186,0.32637548446655273
8,cam00,21.968225479125977,0.13622885942459106,0.2712990641593933
8,cam09,20.766746520996094,0.24006223678588867,0.32407617568969727
8,cam19,21.49454689025879,0.22168391942977905,0.33010920882225037
9,cam00,21.415220260620117,0.1476486325263977,0.2826455235481262
9,cam09,20.757787704467773,0.24268943071365356,0.32874396443367004
9,cam19,21.2779598236084,0.22698169946670532,0.3374289572238922
10,cam00,20.740890502929688,0.153347909450531,0.2866673767566681
10,cam09,20.638948440551758,0.24416428804397583,0.3286738097667694
10,cam19,21.027542114257812,0.22521919012069702,0.3350597321987152
