iter,loss
100,0.16122314
200,0.13710912
300,0.1167458
400,0.085184567
500,0.10127994
600,0.080828816
700,0.087445624
800,0.099506438
900,0.048322409
1000,0.082583591
1100,0.053770661
1200,0.062733516
1300,0.045972332
1400,0.043734238
1500,0.043447908
1600,0.037459344
1700,0.03052799
1800,0.02716955
1900,0.023852583
2000,0.026465578
2100,0.029297907
2200,0.037893254
2300,0.026107576
2400,0.031921443
2500,0.024972916
2600,0.023205625
2700,0.038675487
2800,0.027743462
2900,0.032294244
3000,0.032861494
3100,0.023336034
3200,0.039173871
3300,0.03167012
3400,0.027462328
3500,0.031062301
3600,0.028737053
3700,0.041902222
3800,0.02737627
3900,0.029239234
4000,0.021658577
4100,0.029121542
4200,0.022849411
4300,0.023687728
4400,0.028484128
4500,0.028319985
4600,0.029612228
4700,0.022304147
4800,0.024803478
4900,0.028241273
5000,0.019466199
*** LAST100_MEAN ***,0.019466199
