iter,loss
100,0.16088602
200,0.13868225
300,0.11721253
400,0.08544974
500,0.10315756
600,0.08097811
700,0.095878899
800,0.097027153
900,0.050408009
1000,0.082453191
1100,0.056911603
1200,0.063285239
1300,0.046302423
1400,0.044095926
1500,0.046495996
1600,0.0385467
1700,0.031694479
1800,0.02731768
1900,0.024413165
2000,0.029149804
2100,0.029304802
2200,0.03747575
2300,0.026726071
2400,0.032920294
2500,0.024356071
2600,0.023597103
2700,0.038445201
2800,0.027365204
2900,0.032879639
3000,0.033346087
3100,0.02494132
3200,0.039823592
3300,0.033349581
3400,0.029902847
3500,0.029421579
3600,0.028545806
3700,0.035380702
3800,0.023766644
3900,0.025900923
4000,0.019306129
*** LAST100_MEAN ***,0.019306129
