frame,gaussian_count,iteration,wall_seconds,peak_cuda_MiB
1,557132,30000,764.6719351219945,1704.138671875
2,597827,30000,791.3105386289535,1816.44677734375
3,581153,30000,776.2323011589469,1775.27734375
4,565035,30000,773.8641519080848,1734.2470703125
5,613461,30000,787.2251305850223,1862.58447265625
6,613692,30000,780.7598365439335,1864.89111328125
7,612812,30000,785.077863442013,1860.6015625
8,549527,30000,767.1171960270731,1677.98046875
9,735241,30000,831.4325972059742,2214.51416015625
10,636398,30000,877.1292202649638,1930.30126953125
11,601581,30000,794.7472106419737,1826.21875
12,616972,30000,782.5104868420167,1872.388671875
13,563184,30000,845.7057799590984,1726.9404296875
14,626608,30000,1464.0427626030287,1902.64111328125
15,611175,30000,1204.3102164049633,1857.560546875
16,605420,30000,779.4262513989815,1838.83544921875
17,660089,30000,788.9974853360327,2006.37744140625
18,624214,30000,782.2259572710609,1893.11328125
19,624150,30000,787.8167585330084,1894.34228515625
20,557876,30000,763.6369032390648,1704.6904296875
21,534129,30000,753.5623299269937,1633.48974609375
22,608820,30000,780.8781277360395,1847.1708984375
23,542127,30000,761.2431810540147,1656.16064453125
24,636963,30000,793.1864536630455,1934.02392578125
25,510965,30000,754.1204649630236,1575.0517578125
26,590691,30000,774.6347830799641,1797.447265625
27,567914,30000,761.4363665919518,1742.41015625
28,542262,30000,759.9076620449778,1656.2236328125
29,640051,30000,788.6028906159336,1939.9423828125
30,570387,30000,768.171587037039,1747.1337890625
31,666961,30000,793.3813054319471,2023.9580078125
32,528148,30000,758.7872871229192,1612.0498046875
33,599103,30000,772.027180058998,1819.8134765625
34,674918,30000,803.0290651059477,2046.40380859375
35,548872,30000,765.0267236910295,1674.30859375
36,638526,30000,788.5118114269571,1936.74609375
37,713436,30000,801.401047184947,2151.4384765625
38,621825,30000,783.956710812985,1884.03173828125
39,576642,30000,767.0009674229659,1762.6005859375
40,562100,30000,760.200217072037,1720.345703125
41,623336,30000,779.8554652449675,1890.849609375
42,558292,30000,766.5574214309454,1704.60693359375
43,708946,30000,817.0227937480668,2138.25439453125
44,549591,30000,762.9740178310312,1675.09326171875
45,528849,30000,762.4881105889799,1624.7568359375
46,650703,30000,796.3624168520328,1972.54345703125
47,636395,30000,786.0735512588872,1928.85009765625
48,675222,30000,798.9208601870341,2044.462890625
49,640215,30000,784.8004427299602,1941.98046875
50,611701,30000,780.8015240490204,1858.0693359375
51,636411,30000,793.6542951540323,1927.5859375
52,621120,30000,777.452782645938,1884.23193359375
53,553242,30000,763.2180270090466,1691.32275390625
54,552232,30000,757.4623393090442,1685.34521484375
55,548665,30000,769.5495724959765,1671.76416015625
56,538938,30000,761.1805485999212,1644.82080078125
57,622229,30000,784.6343390230322,1885.71240234375
58,603970,30000,780.5195765140234,1836.29248046875
59,530659,30000,759.8489754219772,1624.0185546875
60,622295,30000,786.6462711789645,1886.2900390625
61,567288,30000,766.8077631209744,1742.02685546875
62,563287,30000,760.433126176009,1731.3349609375
63,655894,30000,790.2875477219932,1987.65966796875
64,514486,30000,752.8176850680029,1583.3388671875
65,641563,30000,786.185031726025,1944.6884765625
66,633742,30000,801.2323746370384,1921.00732421875
67,677462,30000,806.0675006110687,2051.05712890625
68,627256,30000,788.7392023990396,1903.78759765625
69,592119,30000,773.8732444029301,1803.458984375
70,576695,30000,767.4459928399883,1761.78515625
71,653596,30000,785.4384300829843,1977.65966796875
72,578617,30000,772.2174447890138,1767.2958984375
73,616677,30000,778.1769188350299,1871.498046875
74,728175,30000,818.9290649800096,2194.146484375
75,646933,30000,788.1211506089894,1961.841796875
76,616858,30000,784.9061589889461,1872.43115234375
77,586424,30000,765.737386832945,1784.74609375
78,652121,30000,792.1067715210374,1971.85498046875
79,555187,30000,763.711018224014,1698.5556640625
80,546383,30000,772.0691231810488,1668.06884765625
81,573789,30000,765.1111610770458,1757.447265625
82,598972,30000,776.5944017809816,1818.15771484375
83,572597,30000,767.5313576030312,1751.5849609375
84,610192,30000,779.3709932769416,1851.14697265625
85,630403,30000,783.1408372489968,1915.45654296875
86,586661,30000,771.99590063293,1788.3759765625
87,576170,30000,769.7194129950367,1761.99169921875
88,670005,30000,800.0705408100039,2032.69970703125
89,577414,30000,770.2795859540347,1764.298828125
90,541765,30000,759.6191252899589,1657.5205078125
91,681822,30000,793.5702619890217,2065.9375
92,540145,30000,758.8656842909986,1647.52294921875
93,587079,30000,773.4301057900302,1788.5283203125
94,696614,30000,802.4548876140034,2103.84619140625
95,619557,30000,777.3817289030412,1880.1982421875
96,690340,30000,800.5599044320406,2087.53955078125
97,597025,30000,772.9392624399625,1813.52978515625
98,567139,30000,768.6252509990009,1740.818359375
99,687142,30000,798.1990550839109,2079.22216796875
100,561166,30000,761.7923771460773,1715.21337890625
101,638199,30000,790.8490075239679,1937.84326171875
102,533273,30000,761.3932780310279,1628.71337890625
103,574540,30000,767.8176504899748,1755.49365234375
104,590056,30000,769.6673557190225,1796.85302734375
105,598235,30000,793.4823669390753,1816.703125
106,660783,30000,797.341626915033,2013.07177734375
107,583602,30000,767.8097475600662,1780.5126953125
108,559580,30000,770.0171452430077,1708.361328125
109,564109,30000,762.142358232988,1729.85791015625
110,572388,30000,764.6324679199606,1752.54296875
111,595400,30000,773.0182847729884,1810.00244140625
112,547452,30000,764.5462838499807,1668.2607421875
113,651355,30000,784.9137065900723,1968.60400390625
114,633341,30000,779.9038996199379,1920.63916015625
115,581855,30000,771.3039429869968,1775.16650390625
116,624190,30000,786.005205916008,1893.2802734375
117,527834,30000,760.9581263789441,1612.11669921875
118,549462,30000,763.1463416769402,1673.51904296875
119,607671,30000,773.1359119130066,1844.5361328125
120,555457,30000,766.7551887499867,1698.84033203125
121,503131,30000,744.8938604620053,1561.76220703125
122,589178,30000,777.5387791401008,1793.3955078125
123,510126,30000,750.3563579390757,1577.73046875
124,588897,30000,771.0953714099014,1793.876953125
125,615627,30000,784.1689662920544,1867.86865234375
126,557510,30000,764.4224781540688,1704.5791015625
127,613958,30000,790.0929120009532,1864.474609375
128,575952,30000,765.8519405329134,1759.6416015625
129,551706,30000,760.1809842409566,1685.4541015625
130,567003,30000,763.5909585710615,1739.56396484375
131,570351,30000,772.2734589150641,1760.38525390625
132,686812,30000,805.6750235930085,2074.43505859375
133,634605,30000,787.5650384360924,1925.54443359375
134,603992,30000,776.550086932024,1833.201171875
135,600882,30000,775.4264424690045,1824.337890625
136,576987,30000,768.9389476750512,1761.66796875
137,680232,30000,797.9783834799891,2059.97314453125
138,564409,30000,767.8616404669592,1731.0146484375
139,669952,30000,796.6882955350447,2033.50390625
140,590505,30000,778.0135754450457,1798.05517578125
141,596636,30000,775.6391090709949,1813.5693359375
142,532822,30000,761.370467811008,1631.9130859375
143,561538,30000,767.6610206980258,1710.83056640625
144,558403,30000,766.9385354400147,1706.119140625
145,517306,30000,752.5758804830257,1587.26953125
146,625761,30000,785.5123602839885,1897.111328125
147,742760,30000,817.5838950639591,2233.81787109375
148,655868,30000,792.0635711729992,1987.45263671875
149,731704,30000,809.8367034390103,2203.18798828125
150,512723,30000,763.3056663919706,1581.58154296875
151,605391,30000,781.643531571026,1836.94921875
152,653978,30000,798.19815289299,1978.53662109375
153,646236,30000,785.7754130599787,1959.21484375
154,620684,30000,781.5212547340197,1882.43994140625
155,562149,30000,766.7427719089901,1719.7412109375
156,586992,30000,778.9124851550441,1787.90869140625
157,495778,30000,745.430105030071,1541.1064453125
158,557111,30000,755.8870809470536,1701.4853515625
159,547378,30000,759.9371012420161,1669.1728515625
160,514233,30000,752.3516010120511,1583.2958984375
161,564810,30000,764.3089003979694,1732.70458984375
162,531797,30000,756.8431170539698,1628.01611328125
163,610096,30000,774.6882930670399,1849.62841796875
164,573290,30000,771.4066380430013,1752.80126953125
165,707108,30000,801.7013106991071,2134.15234375
166,506953,30000,748.271321711014,1557.734375
167,619305,30000,787.2104896919336,1879.56494140625
168,499875,30000,741.1340101769892,1547.9228515625
169,582073,30000,766.4379018309992,1773.20263671875
170,539907,30000,765.2654850629624,1648.02294921875
171,600328,30000,779.003998036962,1822.51953125
172,582758,30000,773.1514963170048,1777.08251953125
173,626102,30000,780.2358578289859,1903.4365234375
174,637830,30000,786.1343274239916,1936.3984375
175,662009,30000,788.7655286979862,2011.068359375
176,662461,30000,796.7898894200334,2011.66064453125
177,560010,30000,768.6185173969716,1709.97119140625
178,527707,30000,755.9673160600942,1612.71435546875
179,602881,30000,779.4180038140621,1829.5751953125
180,584525,30000,768.7945871540578,1782.92138671875
181,588770,30000,768.7870454089716,1793.0859375
182,711368,30000,802.1725753489882,2145.931640625
183,594166,30000,769.3881786930142,1808.32421875
184,523794,30000,753.9486265720334,1609.0673828125
185,700580,30000,801.0515783199808,2113.6005859375
186,621435,30000,787.681662825984,1883.13134765625
187,593348,30000,774.2591945879394,1804.83154296875
188,561222,30000,770.5368421039311,1713.43896484375
189,541098,30000,753.1689541989472,1652.97314453125
190,562204,30000,762.8341779570328,1725.0771484375
191,599557,30000,777.3604907060508,1823.2099609375
192,607892,30000,773.807096967008,1843.12060546875
193,639558,30000,788.8432929959381,1940.22705078125
194,574050,30000,769.1649589330191,1755.02734375
195,580407,30000,768.4513949389802,1771.37109375
196,567277,30000,764.988182179979,1738.6630859375
197,613471,30000,785.2219862479251,1863.02490234375
198,688469,30000,810.3430188789498,2081.5009765625
199,693659,30000,808.9429249039385,2095.61328125
200,686706,30000,804.6731287169969,2077.3798828125
201,549910,30000,760.1171643839916,1677.1953125
202,608390,30000,779.7142168370774,1846.40673828125
203,636319,30000,786.7242995330598,1928.06005859375
204,535635,30000,754.0059755999828,1636.109375
205,542401,30000,760.0706995200599,1658.48583984375
206,600319,30000,778.2501310210209,1823.50830078125
207,575221,30000,768.2664911509492,1757.744140625
208,570095,30000,771.1672679680632,1747.10595703125
209,562094,30000,765.2546703900443,1722.06640625
210,599064,30000,774.2418833409902,1819.4921875
211,575271,30000,764.1207432490773,1759.83203125
212,538530,30000,758.8118034509243,1641.583984375
213,673145,30000,796.336282600998,2041.4921875
214,566948,30000,768.1488629280357,1738.1259765625
215,533168,30000,755.6103277840884,1632.1513671875
216,571204,30000,775.301847815048,1745.9921875
217,575186,30000,769.507575537893,1757.34423828125
218,520429,30000,755.6447206839221,1598.37109375
219,527361,30000,752.0328692670446,1620.10693359375
220,577141,30000,765.01803929999,1763.626953125
221,520811,30000,755.4376691380749,1601.14794921875
222,590743,30000,772.5030869239708,1797.55322265625
223,608212,30000,782.6973351999186,1845.55224609375
224,558380,30000,762.8689758810215,1703.48046875
225,658904,30000,786.4845371890115,2003.265625
226,609581,30000,782.7002273169346,1851.0419921875
227,548401,30000,762.0259397360496,1669.85302734375
228,595749,30000,774.9430690309964,1809.36474609375
229,574893,30000,766.0117450200487,1758.265625
230,638537,30000,784.1446957329754,1933.98486328125
231,603519,30000,783.1429004539968,1830.85009765625
232,659451,30000,793.13638652605,2004.7314453125
233,561994,30000,759.7709778440185,1715.1708984375
234,570550,30000,771.2462103129365,1746.36572265625
235,727560,30000,813.8708089240827,2194.72900390625
236,567811,30000,765.1550459079444,1738.77880859375
237,505257,30000,751.26845628093,1568.4912109375
238,582535,30000,765.5575594779802,1776.1376953125
239,601152,30000,779.5503986009862,1825.181640625
240,605422,30000,775.0611737869913,1836.80419921875
241,617035,30000,782.0511737259803,1871.705078125
242,617529,30000,780.3183375309454,1873.4951171875
243,620936,30000,780.8893308310071,1882.349609375
244,628053,30000,793.7876957879635,1908.46435546875
245,696525,30000,805.3176968710031,2102.15771484375
246,578943,30000,771.6437784180744,1765.5517578125
247,524400,30000,762.6251388129313,1604.388671875
248,537325,30000,763.970188798965,1638.64990234375
249,562641,30000,766.8612254150212,1728.18994140625
250,762474,30000,820.1130827179877,2294.4599609375
251,558842,30000,763.4659449249739,1705.908203125
252,538944,30000,759.2465020889649,1642.7529296875
253,617172,30000,781.5693741380237,1872.77001953125
254,612338,30000,780.120266682934,1861.595703125
255,538269,30000,755.6264350350248,1641.08154296875
256,568569,30000,766.5403650999069,1741.91650390625
257,712969,30000,815.3579366180347,2151.49365234375
258,658876,30000,793.5907501539914,2002.7734375
259,616869,30000,781.5031531510176,1869.63427734375
260,579029,30000,765.9812134429812,1770.19287109375
261,614715,30000,785.3818785760086,1866.48193359375
262,571920,30000,766.9241917110048,1749.46435546875
263,514736,30000,751.3325241449056,1588.3896484375
264,583784,30000,775.5438813340152,1780.8681640625
265,662326,30000,796.3330409619957,2009.8818359375
266,565706,30000,771.0587513350183,1739.5927734375
267,580322,30000,772.2440469069406,1769.40478515625
268,669482,30000,803.4499230990186,2030.52685546875
269,613254,30000,782.9498717960669,1863.56201171875
270,695034,30000,805.511536807986,2101.2216796875
271,618288,30000,784.7563937889645,1874.61474609375
272,559673,30000,760.00089866505,1709.83203125
273,650699,30000,792.3274180329172,1969.70654296875
274,669887,30000,800.4897951929597,2031.4091796875
275,546454,30000,763.0650698699756,1666.6064453125
276,608958,30000,778.1385473769624,1849.01220703125
277,547360,30000,763.3496501879999,1669.99072265625
278,588287,30000,777.0373707000399,1791.96484375
279,555731,30000,764.0302371740108,1698.236328125
280,623866,30000,792.4576281320769,1896.2724609375
281,536612,30000,757.070333497948,1635.46142578125
282,621661,30000,785.7017889099661,1883.78955078125
283,625220,30000,780.6511730209459,1899.43017578125
284,500540,30000,748.9461377200205,1561.24609375
285,621885,30000,792.6641807659762,1887.6826171875
286,627579,30000,787.0628254299518,1904.67529296875
287,503679,30000,750.632522030035,1572.37841796875
288,629501,30000,788.113345710095,1914.20458984375
289,664691,30000,798.4309244960314,2015.40771484375
290,598479,30000,766.497938630986,1818.56884765625
291,643071,30000,788.5990558969788,1945.7783203125
292,682671,30000,804.3431300231023,2067.2158203125
293,603550,30000,784.4116424709791,1830.87744140625
294,556454,30000,760.6947445709957,1700.03759765625
295,545865,30000,756.1194275639718,1667.28125
296,579980,30000,768.0067818739917,1770.41552734375
297,566431,30000,767.9633798639989,1739.16845703125
298,536107,30000,756.8732814290561,1636.4931640625
299,506013,30000,752.2515533039114,1563.98486328125
300,613075,30000,784.4748728050618,1862.068359375
