iter,loss
100,0.012209561
200,0.00994121
300,0.017153524
400,0.011845294
500,0.0088789705
600,0.014036098
700,0.020350574
800,0.012766021
900,0.015268409
1000,0.015742831
1100,0.011005726
1200,0.016807249
1300,0.014777068
1400,0.01985123
1500,0.011527457
1600,0.01329989
1700,0.01437387
1800,0.012189332
1900,0.012329947
2000,0.014780308
2100,0.013370397
2200,0.013961398
2300,0.013117662
2400,0.012808404
2500,0.010884659
2600,0.012792416
2700,0.012782482
2800,0.019089626
2900,0.012112222
3000,0.012698855
3100,0.018068518
3200,0.012419027
3300,0.014148574
3400,0.010874042
3500,0.014161952
3600,0.014707198
3700,0.0133739
3800,0.010909039
3900,0.012102602
4000,0.01235698
4100,0.01189242
4200,0.012030997
4300,0.018815044
4400,0.011739681
4500,0.012122482
4600,0.011660861
4700,0.013438123
4800,0.012394561
4900,0.012460371
5000,0.018515008
5100,0.012436483
5200,0.012150818
5300,0.011661178
5400,0.01237442
5500,0.013791734
5600,0.01363158
5700,0.012794083
5800,0.014159788
5900,0.013606508
6000,0.011619858
6100,0.018467832
6200,0.015769307
6300,0.013846422
6400,0.019453488
6500,0.015009239
6600,0.012365133
6700,0.011579016
6800,0.012443259
6900,0.013074696
7000,0.019038014
*** LAST100_MEAN ***,0.019038014
