iter,loss
100,0.16118076
200,0.1363582
300,0.116496
400,0.084647626
500,0.10065687
600,0.080132507
700,0.087699085
800,0.10136539
900,0.050446652
1000,0.08245264
1100,0.054198489
1200,0.063387573
1300,0.046086736
1400,0.043166686
1500,0.041798145
1600,0.037958771
1700,0.031139832
1800,0.026800811
1900,0.023746697
2000,0.026892049
2100,0.028330617
2200,0.036800809
2300,0.026066307
2400,0.030968763
2500,0.025325948
2600,0.023909034
2700,0.039108172
2800,0.028005276
2900,0.032779507
3000,0.033531591
3100,0.023120016
3200,0.037955843
3300,0.029894434
3400,0.025813241
3500,0.028908234
3600,0.027009578
3700,0.0417891
3800,0.026034698
3900,0.027706267
4000,0.02069059
4100,0.0293412
4200,0.021771204
4300,0.02220108
4400,0.028702699
4500,0.027775977
4600,0.028694535
4700,0.02102593
4800,0.024768218
4900,0.027138041
5000,0.018735349
5100,0.028826188
5200,0.027409598
5300,0.026028002
5400,0.028087545
5500,0.017924162
5600,0.01972346
5700,0.027336825
5800,0.020445114
5900,0.03064806
6000,0.032960571
6100,0.040769994
6200,0.026040018
6300,0.021499876
6400,0.020081615
6500,0.022629574
6600,0.028583076
6700,0.017569229
6800,0.024575666
6900,0.022461303
7000,0.031168802
*** LAST100_MEAN ***,0.031168802
