iter,loss
100,0.078801721
200,0.053007681
300,0.045211256
400,0.036791161
500,0.033725906
600,0.036337089
700,0.039833188
800,0.029007923
900,0.034760714
1000,0.03177049
1100,0.024215985
1200,0.027432218
1300,0.021255389
1400,0.022420995
1500,0.02000876
1600,0.019964166
1700,0.015659291
1800,0.015208572
1900,0.014140071
2000,0.015098865
2100,0.012499096
2200,0.012797276
2300,0.0076929429
2400,0.012798538
2500,0.013390535
2600,0.011542117
2700,0.010194493
2800,0.0091491304
2900,0.010112241
3000,0.0056079533
3100,0.010207679
3200,0.008848465
3300,0.0056320233
3400,0.0073489789
3500,0.0085736401
3600,0.008282369
3700,0.006774229
3800,0.0064441031
3900,0.0065976516
4000,0.0063593802
4100,0.0067745936
4200,0.0070476076
4300,0.0052464325
4400,0.0069077071
4500,0.0057572555
4600,0.0053527406
4700,0.004836374
4800,0.0055376012
4900,0.0052065449
5000,0.0046868622
5100,0.0045749028
5200,0.0042551411
5300,0.0049004136
5400,0.0048444159
5500,0.0041781226
5600,0.0040916726
5700,0.005400043
5800,0.0042105461
5900,0.004700142
6000,0.0035184259
6100,0.0060654995
6200,0.0047370801
6300,0.0041194693
6400,0.0043430422
6500,0.004330752
6600,0.0052558891
6700,0.0033666091
6800,0.0044304254
6900,0.0031775758
7000,0.0030823257
7100,0.0036127917
7200,0.003843989
7300,0.0038294867
7400,0.0021555421
7500,0.0026725959
7600,0.0028447262
7700,0.0034007253
7800,0.0019184765
7900,0.0026028822
8000,0.0028787649
8100,0.0027567674
8200,0.0018994247
8300,0.0031203651
8400,0.0045007076
8500,0.0025015476
8600,0.0028053531
8700,0.0034713098
8800,0.0026708888
8900,0.0028722105
9000,0.0031402262
9100,0.0039874231
9200,0.0024617491
9300,0.0030123461
9400,0.0019270892
9500,0.0023319863
9600,0.0024588425
9700,0.0022927627
9800,0.0021483887
9900,0.0023112604
10000,0.002227773
10100,0.0022218777
10200,0.00274799
10300,0.0021417597
10400,0.0028007957
10500,0.0028560674
10600,0.0021960647
10700,0.0029288712
10800,0.0026207443
10900,0.001833062
11000,0.0025717763
11100,0.0020432021
11200,0.0023222053
11300,0.0022246798
11400,0.0026134604
11500,0.0019682241
11600,0.0025546628
11700,0.0024287899
11800,0.0021080063
11900,0.0018195808
12000,0.0023498964
12100,0.0027076108
12200,0.0027334327
12300,0.0022738867
12400,0.0021005161
12500,0.0022295048
12600,0.0023164866
12700,0.0020882722
12800,0.0022114348
12900,0.0020645536
13000,0.0019746176
13100,0.0018296298
13200,0.0016525222
13300,0.0017103213
13400,0.0018098082
13500,0.0020339419
13600,0.0015755999
13700,0.0016634709
13800,0.0021178373
13900,0.0016787399
14000,0.0017608604
14100,0.0016967605
14200,0.0016668034
14300,0.0018805307
14400,0.0018016673
14500,0.0019915954
14600,0.0014866462
14700,0.002035073
14800,0.0016309177
14900,0.0020053338
15000,0.0017351813
15100,0.0022784122
15200,0.0014557863
15300,0.0019775345
15400,0.0016975231
15500,0.0016728099
15600,0.0016354027
15700,0.0014851136
15800,0.0018570445
15900,0.0011774139
16000,0.0015738322
16100,0.0017570534
16200,0.001430315
16300,0.0012672526
16400,0.0012181508
16500,0.0019119813
16600,0.0010857373
16700,0.0017133101
16800,0.0020744763
16900,0.0015699709
17000,0.0013521349
17100,0.0015392853
17200,0.0015813431
17300,0.0015868291
17400,0.0015900835
17500,0.0015742647
17600,0.0016753653
17700,0.0015149786
17800,0.0010152918
17900,0.0023025752
18000,0.0014780118
18100,0.0011847382
18200,0.0017659641
18300,0.0014838958
18400,0.0016123862
18500,0.0015962049
18600,0.0014559742
18700,0.0016558683
18800,0.0014491433
18900,0.001549668
19000,0.00099306041
19100,0.0014022469
19200,0.0013325291
19300,0.0012485915
19400,0.0010242475
19500,0.0017047322
19600,0.0013218514
19700,0.0016184016
19800,0.0013745565
19900,0.0011445057
20000,0.0013115401
20100,0.00104647
20200,0.0014196048
20300,0.00092916563
20400,0.0013932453
20500,0.0012325483
20600,0.0012102943
20700,0.0015073193
20800,0.0011456625
20900,0.0011110629
21000,0.0011693801
21100,0.0010880261
21200,0.00098549796
21300,0.0011780226
21400,0.001171438
21500,0.0013944124
21600,0.00093255821
21700,0.0013368963
21800,0.0010352163
21900,0.0013075888
22000,0.0010442694
22100,0.0012184129
22200,0.00089904049
22300,0.0010256472
22400,0.0012136985
22500,0.0013640319
22600,0.0011313066
22700,0.0013638806
22800,0.0009438924
22900,0.0010290527
23000,0.0011339533
23100,0.0013961392
23200,0.0014662888
23300,0.00099570933
23400,0.0013629565
23500,0.001209758
23600,0.0012299984
23700,0.00099991984
23800,0.0012585495
23900,0.0013759923
24000,0.00084896828
24100,0.0012728607
24200,0.001236123
24300,0.00099193805
24400,0.0012170852
24500,0.0013404731
24600,0.0013088471
24700,0.0010462761
24800,0.0012453146
24900,0.001303556
25000,0.001236737
25100,0.0013312204
25200,0.0014229431
25300,0.0011978808
25400,0.0011871706
25500,0.00096892857
25600,0.0012086313
25700,0.0011651906
25800,0.0012929903
25900,0.00083603233
26000,0.00089136127
26100,0.0012063402
26200,0.00096212915
26300,0.0011870561
26400,0.0012545981
26500,0.0012901814
26600,0.0011689629
26700,0.0011047793
26800,0.0010531982
26900,0.001054251
27000,0.0008736077
27100,0.00080931396
27200,0.0012596899
27300,0.0009202027
27400,0.0011704542
27500,0.0011101292
27600,0.001090921
27700,0.0010269419
27800,0.0010026569
27900,0.0011234184
28000,0.00092051161
28100,0.0010203634
28200,0.0011736996
28300,0.00091290189
28400,0.001123276
28500,0.00081196195
28600,0.0019346441
28700,0.0012343774
28800,0.0010144425
28900,0.0012689638
29000,0.001243718
29100,0.00098822929
29200,0.0011994034
29300,0.0011179214
29400,0.0008669665
29500,0.00082489185
29600,0.00085233035
29700,0.00080291065
29800,0.0011152952
29900,0.0010952231
30000,0.0010958514
*** LAST100_MEAN ***,0.0010958514
