iter,loss
100,0.017727863
200,0.015298258
300,0.015886476
400,0.013949033
500,0.011748169
600,0.028625803
700,0.017382484
800,0.016198687
900,0.028034505
1000,0.016339254
1100,0.017366813
1200,0.019113043
1300,0.015566831
1400,0.01312421
1500,0.015229568
1600,0.013242327
1700,0.014922544
1800,0.013143368
1900,0.012648121
2000,0.015403857
2100,0.013256552
2200,0.013401166
2300,0.012423667
2400,0.011710003
2500,0.011656122
2600,0.023248926
2700,0.013093485
2800,0.013104685
2900,0.013605734
3000,0.01657477
3100,0.016528854
3200,0.014391597
3300,0.017243758
3400,0.014169412
3500,0.015977278
3600,0.015209647
3700,0.021620501
3800,0.018950731
3900,0.015113938
4000,0.013553907
4100,0.014692483
4200,0.014536519
4300,0.013758369
4400,0.013372671
4500,0.015264803
4600,0.018851597
4700,0.015128287
4800,0.015558528
4900,0.014627758
5000,0.013819291
*** LAST100_MEAN ***,0.013819291
